roundId,index,stageIds,gameId,createdAt,repNum,blockNum,trialNum,numPlayers,submitted,playerId,playerResponse,time_sec,playerUtility
bkPBxoKw7xk9CCAxP,6,"8bChTJ7AWytPKFxBF,5vtXbjmkKBpCu7Wdk",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,0,1,6,3,FALSE,PDsF9w8L2wcbTFqPK,white_2,4.387,6
bkPBxoKw7xk9CCAxP,6,"8bChTJ7AWytPKFxBF,5vtXbjmkKBpCu7Wdk",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,0,1,6,3,FALSE,b8uvbv78oddp4MXBk,white_10,2.857,6
yhF98vK3Swv4ADgxa,7,"yEfYqkou5fWm73RFZ,w2CvcW8mMBxTGRmz8",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,1,1,7,3,FALSE,6hvMdLE9nJSutH8EC,white_5,0.187,3.33333333333333
yhF98vK3Swv4ADgxa,7,"yEfYqkou5fWm73RFZ,w2CvcW8mMBxTGRmz8",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,1,1,7,3,FALSE,PDsF9w8L2wcbTFqPK,white_9,2.485,3.33333333333333
yhF98vK3Swv4ADgxa,7,"yEfYqkou5fWm73RFZ,w2CvcW8mMBxTGRmz8",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,1,1,7,3,FALSE,b8uvbv78oddp4MXBk,white_5,2.584,3.33333333333333
3dkbHG55P5AXMnuKD,8,"ARreKMfivdWuFnaRr,jhbhgfpcW2RyssFPz",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,2,1,8,3,FALSE,6hvMdLE9nJSutH8EC,white_7,0.352,7.66666666666667
3dkbHG55P5AXMnuKD,8,"ARreKMfivdWuFnaRr,jhbhgfpcW2RyssFPz",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,2,1,8,3,FALSE,PDsF9w8L2wcbTFqPK,white_1,1.855,7.66666666666667
3dkbHG55P5AXMnuKD,8,"ARreKMfivdWuFnaRr,jhbhgfpcW2RyssFPz",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,2,1,8,3,FALSE,b8uvbv78oddp4MXBk,white_8,2.431,7.66666666666667
m63PNat9wKGPPCMsd,9,"xmFo9jmnNauxnNAgc,5QQfXChxrA3Rgvf6W",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,3,1,9,3,FALSE,6hvMdLE9nJSutH8EC,white_1,0.927,7.33333333333333
m63PNat9wKGPPCMsd,9,"xmFo9jmnNauxnNAgc,5QQfXChxrA3Rgvf6W",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,3,1,9,3,FALSE,PDsF9w8L2wcbTFqPK,white_7,1.803,7.33333333333333
m63PNat9wKGPPCMsd,9,"xmFo9jmnNauxnNAgc,5QQfXChxrA3Rgvf6W",7fFMnLt83jGgAY9Bm,2021-08-20T18:19:31Z,3,1,9,3,FALSE,b8uvbv78oddp4MXBk,white_4,2.51,7.33333333333333
